CVX,XOM,BP
49.09041213989258,41.749473571777344,17.57854461669922
49.332767486572266,41.80958938598633,17.50127601623535
49.46376419067383,42.14352798461914,17.528873443603516
49.59477615356445,42.16355895996094,16.739627838134766
48.46820068359375,41.368778228759766,16.380887985229492
47.32855224609375,40.807762145996094,16.375368118286133
46.391937255859375,40.11984634399414,15.86208438873291
45.88759994506836,39.47199249267578,14.912786483764648
45.82209777832031,39.05121994018555,14.929344177246094
44.774147033691406,38.26312255859375,15.27153205871582
44.4466552734375,38.116188049316406,15.93935489654541
44.19777297973633,37.80896759033203,16.220829010009766
44.0864143371582,37.78224182128906,16.198753356933594
44.250160217285156,38.37665939331055,17.61166000366211
45.488059997558594,39.02450942993164,18.318111419677734
46.11684036254883,39.27831268310547,18.62166976928711
47.05344772338867,39.25826644897461,18.792762756347656
47.06000900268555,39.3651237487793,20.2884578704834
47.96385955810547,39.68571472167969,20.35468864440918
47.84597396850586,39.578857421875,19.96834373474121
47.83941650390625,39.58552932739258,21.480594635009766
46.83076477050781,38.71060562133789,20.476104736328125
47.15824890136719,39.02450942993164,19.731019973754883
47.87871551513672,39.37181091308594,19.427467346191406
47.26959991455078,38.850852966308594,19.940746307373047
48.10143280029297,39.65900421142578,19.995943069458008
48.153804779052734,39.886077880859375,20.34364891052246
48.87429428100586,40.33356857299805,21.33157730102539
49.31967544555664,40.61407470703125,20.97283935546875
49.48996353149414,40.680870056152344,20.812776565551758
49.791259765625,40.3001708984375,21.232227325439453
49.915687561035156,39.85935592651367,21.232227325439453
50.957115173339844,41.368778228759766,21.75655174255371
51.520408630371094,41.889739990234375,22.0766658782959
51.75619888305664,41.889739990234375,21.739992141723633
51.7889404296875,41.883056640625,22.45197296142578
51.56623840332031,41.388816833496094,22.81071662902832
51.93304443359375,41.70940399169922,22.551313400268555
51.76929473876953,41.362117767333984,22.137374877929688
50.51828384399414,40.62217712402344,21.408851623535156
50.478973388671875,40.51454544067383,21.18256378173828
50.69511795043945,40.299293518066406,21.486120223999023
50.89816665649414,40.27913284301758,21.1935977935791
51.413818359375,40.91142272949219,21.00043487548828
50.93122100830078,40.46073913574219,20.58649253845215
50.13790512084961,39.88225555419922,20.0014591217041
49.61565017700195,39.613182067871094,20.08976936340332
49.61565017700195,40.02350616455078,19.935226440429688
48.77604675292969,39.64680862426758,19.27292823791504
48.967750549316406,39.62663269042969,19.45506477355957
48.47853088378906,39.33738708496094,19.54888916015625
49.53629684448242,40.22530746459961,19.62615966796875
48.77604675292969,39.687171936035156,19.460580825805664
48.97435760498047,39.761173248291016,19.2232608795166
50.752723693847656,40.97196578979492,19.957307815551758
51.202274322509766,41.072853088378906,20.1835880279541
51.56588363647461,41.24775695800781,20.65823745727539
50.93783187866211,40.729801177978516,20.52578353881836
51.0700569152832,40.86433410644531,21.17703628540039
51.14278030395508,41.06612777709961,20.983871459960938
52.107975006103516,41.167022705078125,21.094249725341797
52.39226531982422,41.032508850097656,21.16600799560547
52.56415557861328,41.03922653198242,21.259828567504883
52.36579513549805,41.032508850097656,21.072179794311523
52.260047912597656,41.012332916259766,21.12185287475586
51.869991302490234,40.8845100402832,20.989391326904297
52.821964263916016,41.40245819091797,21.34813690185547
52.72279739379883,41.3957405090332,21.298463821411133
52.39226531982422,41.335201263427734,21.022504806518555
51.92287826538086,41.133399963378906,21.044586181640625
52.9674072265625,41.5369987487793,21.226709365844727
52.94097137451172,41.510093688964844,21.36468505859375
53.4698371887207,41.74552917480469,21.68480682373047
53.734291076660156,41.42937469482422,22.0766658782959
53.582237243652344,41.56391143798828,22.72239875793457
54.1772346496582,42.06841278076172,23.152908325195312
53.75412368774414,41.832977294921875,22.52923583984375
55.129215240478516,42.55272674560547,22.81071662902832
55.45976638793945,43.010135650634766,22.96525001525879
55.215145111083984,42.949588775634766,22.915578842163086
55.49281692504883,43.306095123291016,23.13634490966797
55.34076690673828,43.42045974731445,22.76104164123535
55.42670440673828,43.521358489990234,22.77208137512207
55.31431579589844,43.750057220458984,22.854869842529297
55.46638107299805,43.92496109008789,22.63962173461914
55.27465057373047,43.85096740722656,22.41884994506836
55.84981155395508,44.584163665771484,22.899023056030273
54.7325553894043,43.80388259887695,22.595468521118164
55.54570388793945,44.402549743652344,22.683773040771484
55.69775390625,44.6110725402832,22.435413360595703
55.89609146118164,44.624515533447266,22.35262680053711
56.10765838623047,44.53035354614258,22.192567825317383
56.292747497558594,44.75233840942383,22.435413360595703
55.73741912841797,44.173851013183594,22.131855010986328
55.82339096069336,44.54380416870117,22.407819747924805
54.60694122314453,44.72542953491211,22.518199920654297
53.8466796875,45.034847259521484,22.50164031982422
54.3094482421875,45.63352966308594,22.860393524169922
54.67306900024414,45.720970153808594,23.38470458984375
56.286128997802734,46.66941452026367,24.234663009643555
56.18037796020508,47.08647918701172,24.168432235717773
56.06136703491211,47.30173110961914,23.859350204467773
55.24161911010742,47.80939483642578,23.732419967651367
56.30596160888672,48.14786911010742,24.024932861328125
56.91420364379883,48.621673583984375,24.10771942138672
56.484474182128906,48.0530891418457,23.72689437866211
56.10104751586914,47.70787811279297,23.75449562072754
54.994224548339844,46.66545104980469,23.059080123901367
54.98088455200195,46.71283721923828,22.959735870361328
55.887664794921875,47.59278869628906,23.296398162841797
55.9676628112793,47.74848556518555,23.197052001953125
55.6409797668457,47.511573791503906,22.9818172454834
54.50748062133789,46.69252395629883,22.56787109375
55.294254302978516,47.30172348022461,22.887985229492188
54.707515716552734,46.86174011230469,22.58994483947754
54.46745300292969,47.010658264160156,22.40229606628418
53.987403869628906,47.08513259887695,22.0766658782959
55.14090347290039,48.28324508666992,22.41884994506836
56.341041564941406,48.384761810302734,22.80518913269043
56.601112365722656,48.1884651184082,22.899023056030273
56.641109466552734,48.269683837890625,23.627552032470703
57.541221618652344,48.3712158203125,23.67170524597168
57.43455123901367,48.635223388671875,23.881433486938477
57.774593353271484,48.73674774169922,23.616512298583984
58.0279541015625,48.85860061645508,23.86488151550293
58.92142105102539,48.98044204711914,23.969743728637695
58.92808151245117,48.85860061645508,24.52717399597168
58.6814079284668,48.635223388671875,24.207063674926758
59.3814697265625,48.88566207885742,24.146352767944336
59.001426696777344,48.85182571411133,23.870397567749023
59.2081298828125,48.88566207885742,24.10771942138672
59.49481964111328,49.224117279052734,24.030454635620117
59.95487594604492,49.27827072143555,24.069082260131836
60.461612701416016,49.549034118652344,24.284334182739258
60.08824157714844,49.42042541503906,24.26777458190918
60.80167770385742,49.697959899902344,24.345046997070312
60.921714782714844,49.66410827636719,24.256736755371094
61.07504653930664,49.657344818115234,24.223628997802734
60.841678619384766,49.494876861572266,24.37815284729004
61.30173110961914,50.46284866333008,24.919042587280273
61.07504653930664,50.69976806640625,25.531665802001953
60.968353271484375,50.56438064575195,25.664125442504883
60.46828842163086,50.88929748535156,25.51511001586914
60.80167770385742,51.166831970214844,25.432323455810547
60.2816047668457,50.855430603027344,25.40472412109375
61.2283935546875,51.23451232910156,25.846256256103516
61.64179992675781,51.83696746826172,26.32090950012207
61.461753845214844,51.924949645996094,26.23812484741211
61.89516830444336,52.689849853515625,27.18189239501953
62.24187469482422,53.27873992919922,27.17085838317871
61.988494873046875,52.96061325073242,26.602378845214844
61.815147399902344,52.62893295288086,26.254682540893555
62.528587341308594,53.461524963378906,26.276762008666992
62.74193572998047,53.19752883911133,26.536149978637695
62.7286262512207,53.25844192504883,26.055984497070312
63.10198211669922,53.92180633544922,25.8076171875
63.175323486328125,54.070716857910156,25.763473510742188
62.255191802978516,53.4682731628418,25.504066467285156
63.295352935791016,54.612247467041016,26.19948959350586
64.15547943115234,56.79862594604492,26.48096466064453
64.32882690429688,56.460166931152344,26.011837005615234
64.88223266601562,56.480491638183594,25.70827865600586
64.7489013671875,56.372169494628906,25.40472412109375
65.11558532714844,56.812164306640625,25.686203002929688
65.16895294189453,56.465126037597656,25.824180603027344
64.16881561279297,56.17255783081055,25.523448944091797
64.47553253173828,56.61481857299805,25.57914161682129
64.30882263183594,56.35625457763672,25.50674057006836
65.1283950805664,57.77842330932617,26.00240135192871
64.71861267089844,56.45833969116211,26.202884674072266
64.93358612060547,56.94826126098633,26.342113494873047
65.27616882324219,57.077552795410156,26.787647247314453
66.31742858886719,57.49943161010742,26.692970275878906
67.39225006103516,58.13906478881836,26.191743850708008
68.70220947265625,59.24822235107422,26.498056411743164
68.5409927368164,58.49972152709961,26.38666343688965
68.58802032470703,58.0710334777832,26.787647247314453
69.69645690917969,58.200313568115234,26.993711471557617
69.12543487548828,57.703582763671875,26.509187698364258
69.50834655761719,57.89412307739258,26.587162017822266
69.99203491210938,58.39765930175781,26.848901748657227
69.69645690917969,57.89412307739258,27.043821334838867
69.19932556152344,57.649147033691406,26.81549072265625
69.70987701416016,57.567481994628906,26.626144409179688
68.6148910522461,57.41777420043945,26.40337562561035
66.55924987792969,55.37637710571289,25.428762435913086
67.1302719116211,55.87993621826172,25.478893280029297
67.71470642089844,56.05683898925781,25.100187301635742
68.00360107421875,55.3831787109375,24.37619972229004
66.84811401367188,53.96780776977539,24.086606979370117
68.68206024169922,55.22666931152344,24.88298988342285
69.05823516845703,55.01572799682617,25.12247085571289
70.66380310058594,56.36984634399414,25.50674057006836
70.69065856933594,56.17934036254883,25.473329544067383
70.8586196899414,56.206546783447266,25.7462158203125
70.79142761230469,56.29499053955078,26.069225311279297
71.73191833496094,56.900634765625,26.10264015197754
71.23479461669922,56.79856491088867,25.64039421081543
72.12825775146484,56.64885330200195,24.938684463500977
72.55818939208984,57.492618560791016,24.82729721069336
72.20886993408203,57.24765396118164,24.58226203918457
72.76643371582031,57.621925354003906,25.428762435913086
72.70600128173828,57.751190185546875,25.556865692138672
73.44495391845703,58.125465393066406,26.024667739868164
72.99484252929688,57.96215057373047,26.097064971923828
73.18292236328125,58.3568229675293,26.14719581604004
73.6666030883789,58.48612594604492,26.030242919921875
72.4036865234375,57.94853591918945,25.99125099182129
69.98529815673828,56.60122299194336,25.228282928466797
69.73675537109375,56.587615966796875,25.283977508544922
70.45553588867188,56.77814483642578,25.361940383911133
71.3691635131836,57.356544494628906,25.038930892944336
70.20026397705078,56.54678726196289,24.76603889465332
70.80487060546875,57.023101806640625,24.88298988342285
72.423828125,58.281982421875,25.5679931640625
72.63880157470703,58.76508712768555,25.63483238220215
72.1618423461914,58.66983413696289,25.606985092163086
73.0552978515625,59.48638153076172,25.796335220336914
73.20310974121094,59.73137283325195,25.913286209106445
73.09559631347656,59.43193817138672,25.774063110351562
73.51883697509766,59.86748123168945,25.696090698242188
72.67241668701172,59.18018341064453,25.573572158813477
71.32213592529297,58.261573791503906,24.949825286865234
70.3211898803711,57.71038055419922,24.715919494628906
68.9373550415039,56.22016143798828,24.21469497680664
69.11200714111328,56.26780319213867,24.660226821899414
69.92485809326172,56.60122299194336,24.988813400268555
70.10623168945312,56.710079193115234,25.050071716308594
68.69549560546875,55.51253890991211,24.712770462036133
69.0313720703125,55.464622497558594,24.4991455078125
68.78282928466797,55.3414421081543,24.13374137878418
68.28572845458984,54.91032409667969,23.86952018737793
67.97431945800781,55.02666473388672,24.060653686523438
69.63288116455078,55.93680953979492,24.324871063232422
70.3166275024414,56.34056091308594,24.67342185974121
69.43657684326172,55.820465087890625,25.29741859436035
68.62420654296875,55.2045783996582,24.752124786376953
69.23344421386719,55.62886428833008,24.94325065612793
69.89689636230469,56.08735656738281,25.13439178466797
69.97135925292969,56.381614685058594,25.51104736328125
69.86980438232422,56.545875549316406,25.60098648071289
71.02067565917969,57.120704650878906,25.994503021240234
69.38241577148438,56.135257720947266,25.488554000854492
68.45497131347656,55.65624237060547,25.29741859436035
68.37372589111328,55.55356979370117,25.08942222595215
67.48011779785156,54.94453811645508,24.701528549194336
67.33796691894531,54.7460823059082,24.73525619506836
67.66288757324219,55.266170501708984,24.448551177978516
68.5294418334961,55.55356979370117,24.870180130004883
67.4733657836914,54.59552001953125,24.21806526184082
66.97237396240234,54.21917724609375,23.998825073242188
68.10293579101562,55.00611114501953,24.437307357788086
66.62036895751953,53.82909393310547,23.582820892333984
67.3108901977539,54.212310791015625,23.498491287231445
67.13485717773438,54.07544708251953,23.70087242126465
67.63582611083984,54.5476188659668,23.520984649658203
68.77313995361328,55.13615417480469,24.3979549407959
68.4211196899414,54.622901916503906,24.23492431640625
67.26348876953125,53.67852783203125,23.93697738647461
66.27513122558594,52.54254913330078,23.554704666137695
66.95208740234375,53.32269287109375,23.75146484375
67.93367767333984,54.49287033081055,24.038169860839844
68.56327819824219,54.917179107666016,24.437307357788086
69.61932373046875,55.6904411315918,24.898279190063477
70.46556091308594,56.12157440185547,25.08379554748535
71.16285705566406,55.840999603271484,24.853303909301758
71.13577270507812,55.820465087890625,24.684659957885742
72.1579818725586,56.361087799072266,25.038822174072266
71.68411254882812,56.40215301513672,25.02195930480957
70.68217468261719,56.04630661010742,24.64531135559082
70.66864776611328,56.0394401550293,24.40357780456543
71.14250946044922,56.44322204589844,24.589099884033203
70.85816955566406,56.278961181640625,24.926389694213867
71.88716888427734,56.799041748046875,24.92076873779297
71.91424560546875,56.55955505371094,24.909521102905273
72.7604751586914,57.23018264770508,25.274932861328125
72.50320434570312,57.00437927246094,25.724666595458984
74.08055877685547,58.1814079284668,25.88206672668457
73.76915740966797,58.31825637817383,25.97202491760254
73.18019104003906,57.873470306396484,26.292455673217773
72.82140350341797,57.736568450927734,25.960771560668945
71.50808715820312,57.01121139526367,25.2524471282959
71.10187530517578,55.74520492553711,25.325519561767578
70.41816711425781,54.60238265991211,25.544775009155273
71.33883666992188,54.472328186035156,25.370508193969727
70.03231048583984,53.2679443359375,24.516010284423828
69.56517028808594,53.185821533203125,24.510332107543945
65.55752563476562,50.53064727783203,23.00043487548828
66.07880401611328,51.20127868652344,23.233163833618164
61.0963134765625,48.0328483581543,21.67784881591797
63.228763580322266,49.025115966796875,22.6995906829834
61.31293487548828,46.86214065551758,21.7346134185791
63.68232345581055,49.307533264160156,22.534976959228516
64.89409637451172,49.59685516357422,22.80176544189453
67.08747863769531,51.174312591552734,23.641862869262695
66.4375991821289,50.630126953125,23.2558650970459
66.65594482421875,51.084754943847656,23.216135025024414
63.626129150390625,48.8666877746582,22.31926918029785
63.66025924682617,48.08140563964844,21.831106185913086
63.66707992553711,48.34316635131836,21.768678665161133
66.41712951660156,50.74034118652344,22.608768463134766
66.59454345703125,50.65767288208008,22.449831008911133
65.48225402832031,49.438419342041016,21.269155502319336
66.08956909179688,50.037723541259766,21.67784881591797
67.37931823730469,51.05721664428711,22.279541015625
67.14730072021484,50.91254806518555,22.359006881713867
67.44750213623047,50.988338470458984,22.359006881713867
67.22917175292969,50.62322998046875,21.450801849365234
65.78932189941406,49.69328308105469,20.735584259033203
65.24341583251953,49.0113410949707,20.65611457824707
67.75460815429688,50.73345184326172,21.166988372802734
67.15409851074219,50.16172409057617,21.04778289794922
64.95681762695312,48.9149055480957,20.434741973876953
65.44813537597656,49.48665237426758,20.67881965637207
65.46178436279297,49.35575485229492,20.69017791748047
66.40347290039062,50.037723541259766,21.7346134185791
67.73413848876953,50.981449127197266,22.432802200317383
67.98663330078125,51.35341262817383,22.529298782348633
67.35882568359375,50.76789093017578,21.91625213623047
66.73102569580078,50.981449127197266,22.007078170776367
64.3290023803711,49.57619857788086,20.94561195373535
61.53119659423828,47.69563674926758,20.281478881835938
61.42203903198242,47.743865966796875,20.355270385742188
62.43196487426758,49.40398025512695,20.962635040283203
63.830867767333984,50.22372055053711,21.535947799682617
62.60256576538086,49.64507293701172,20.67881965637207
64.410888671875,50.891883850097656,21.008045196533203
63.18258285522461,50.03081512451172,20.474472045898438
61.33331298828125,49.0113410949707,19.991989135742188
62.425140380859375,50.168601989746094,20.105510711669922
64.59514617919922,50.94010925292969,20.832088470458984
64.56099700927734,50.8987922668457,20.877487182617188
64.417724609375,50.671451568603516,21.06481170654297
67.01081085205078,52.54511260986328,21.745967864990234
66.60136413574219,52.538238525390625,21.774349212646484
66.72418975830078,53.151309967041016,21.9276123046875
66.73102569580078,52.60710906982422,21.995725631713867
68.55982971191406,53.805694580078125,22.63714599609375
67.29060363769531,53.36484146118164,22.80176544189453
70.25215148925781,54.342994689941406,23.33533477783203
69.76766204833984,54.026126861572266,23.14802360534668
70.55240631103516,54.21902084350586,23.454532623291016
72.01274108886719,55.19717025756836,24.03919792175293
72.51769256591797,55.22471618652344,23.749711990356445
71.30984497070312,54.72188186645508,24.703323364257812
72.85889434814453,55.84467697143555,25.344755172729492
74.36016082763672,56.40264892578125,25.787508010864258
74.8173599243164,56.127132415771484,25.827234268188477
71.68518829345703,53.79193878173828,25.07796859741211
69.6584701538086,52.3109016418457,24.249225616455078
71.33716583251953,53.29595184326172,24.88555335998535
72.42214965820312,54.32234573364258,25.235248565673828
72.62690734863281,54.088134765625,25.13778305053711
73.5071792602539,54.65985870361328,25.223777770996094
74.28509521484375,55.26966857910156,25.625064849853516
71.15974426269531,53.62738037109375,24.323745727539062
71.99225616455078,54.535133361816406,24.70783805847168
73.04994201660156,55.24195098876953,25.229516983032227
72.44944763183594,54.71531295776367,24.977272033691406
70.47049713134766,54.80539321899414,25.051799774169922
69.50074768066406,54.22331237792969,24.9428768157959
68.83360290527344,53.95305633544922,24.438405990600586
67.32047271728516,53.98078918457031,24.3524112701416
65.79358673095703,53.294769287109375,23.90526580810547
66.3162841796875,52.684967041015625,23.572769165039062
64.47991943359375,51.68017578125,22.747264862060547
63.47574996948242,51.208984375,22.592477798461914
65.86922454833984,52.55329895019531,23.400785446166992
66.98345947265625,53.308597564697266,23.503978729248047
70.71810913085938,55.740882873535156,24.965805053710938
70.0372085571289,55.29045104980469,24.507200241088867
69.94093322753906,55.29045104980469,24.816762924194336
70.71810913085938,55.7477912902832,24.977272033691406
71.77729797363281,56.00419616699219,24.971534729003906
71.88735961914062,56.18436050415039,24.66771125793457
70.32608795166016,55.345890045166016,24.117366790771484
71.70164489746094,56.36452865600586,24.48426628112793
70.89006805419922,55.470619201660156,23.979795455932617
71.2683334350586,55.803218841552734,23.865131378173828
69.14311218261719,55.047943115234375,23.56130027770996
68.55160522460938,55.456764221191406,23.727550506591797
69.37006378173828,55.546852111816406,23.727550506591797
68.58598327636719,55.110294342041016,23.211606979370117
71.30274963378906,56.821868896484375,24.014183044433594
72.51325225830078,57.597984313964844,23.928194046020508
73.11848449707031,58.40871810913086,24.627580642700195
73.93698120117188,59.05317306518555,24.811023712158203
74.26710510253906,59.09473419189453,24.730772018432617
72.87777709960938,58.3325080871582,24.28361701965332
73.91633605957031,59.08781814575195,24.438405990600586
73.18040466308594,58.73440933227539,24.50146484375
75.91091918945312,59.59367752075195,25.30403709411621
75.78024291992188,59.60753631591797,25.65372657775879
75.03743743896484,59.427364349365234,25.367090225219727
74.49406433105469,58.98387145996094,25.26964569091797
75.30567169189453,59.24721145629883,25.26390266418457
75.0099105834961,59.39965057373047,25.447343826293945
74.12266540527344,58.956153869628906,25.258169174194336
72.19686889648438,58.720550537109375,25.338428497314453
72.96717834472656,58.81755447387695,25.09192657470703
73.4004898071289,59.37885665893555,25.361366271972656
73.47612762451172,59.90549087524414,25.54480743408203
73.54491424560547,60.30741882324219,25.630800247192383
73.51742553710938,60.626182556152344,25.235248565673828
73.5999526977539,60.61232376098633,25.58493995666504
73.4004898071289,60.411354064941406,25.625064849853516
74.09515380859375,60.4390754699707,25.73971939086914
73.31108093261719,60.12724685668945,25.665193557739258
71.50220489501953,59.47587966918945,25.051799774169922
71.1239242553711,59.240257263183594,25.30403709411621
70.92446899414062,58.02759552001953,26.31871795654297
70.6974868774414,58.186988830566406,26.112346649169922
71.31649780273438,57.882076263427734,26.100887298583984
72.56140899658203,58.84528350830078,26.697084426879883
73.36609649658203,59.42043685913086,26.869060516357422
73.47612762451172,59.82926559448242,26.714275360107422
73.42800903320312,59.44606018066406,26.9263858795166
73.1597671508789,59.13949203491211,26.811731338500977
72.41007232666016,58.38701629638672,26.570964813232422
73.16664123535156,58.81902313232422,27.15569496154785
73.24229431152344,58.99317932128906,26.639753341674805
72.77102661132812,58.60996627807617,26.622371673583984
73.82447814941406,59.50876235961914,27.022058486938477
73.92147827148438,59.65509796142578,27.58392906188965
75.13433837890625,60.31699752807617,27.317474365234375
74.50366973876953,60.56085968017578,27.149492263793945
75.0927734375,60.63054275512695,27.38119888305664
75.59868621826172,60.853477478027344,27.218997955322266
75.9798812866211,60.77684020996094,27.5375919342041
75.96601867675781,60.71414566040039,27.711368560791016
75.62642669677734,60.268211364746094,27.317474365234375
76.06996154785156,60.49816131591797,27.711368560791016
75.96601867675781,60.14977264404297,27.514408111572266
75.76502990722656,60.62355041503906,27.78087043762207
75.43927764892578,59.82231521606445,26.778772354125977
75.862060546875,59.801414489746094,26.958335876464844
76.25709533691406,59.10465621948242,27.28852081298828
75.93828582763672,58.73537826538086,27.04522132873535
76.23628997802734,59.60631561279297,27.062602996826172
77.0610580444336,60.519046783447266,27.415950775146484
76.71451568603516,59.93378829956055,27.0510196685791
76.25709533691406,59.9825553894043,27.04522132873535
76.43036651611328,60.226409912109375,27.126319885253906
76.72145080566406,60.6096305847168,27.1784610748291
75.59868621826172,60.33791732788086,26.772981643676758
74.78780364990234,59.92681884765625,26.64554786682129
73.01358795166016,59.453025817871094,26.24006462097168
73.71359252929688,59.60631561279297,26.408052444458008
74.73930358886719,60.63750457763672,26.778772354125977
74.18485260009766,60.35183334350586,26.008373260498047
73.38783264160156,59.82231521606445,25.892515182495117
74.05319213867188,59.975582122802734,25.689777374267578
74.30268859863281,60.4284782409668,26.066293716430664
75.05810546875,60.66537094116211,26.26324462890625
74.254150390625,59.801414489746094,25.78245735168457
73.18685913085938,59.20917510986328,25.09894561767578
72.59777069091797,59.097686767578125,25.12211036682129
71.72450256347656,58.44274139404297,25.058395385742188
70.31066131591797,57.25130844116211,24.50231170654297
69.9641342163086,57.6205940246582,24.35750389099121
71.10075378417969,58.24767303466797,24.884613037109375
69.84632110595703,57.79477310180664,24.41542625427246
70.35223388671875,58.53333282470703,24.623960494995117
71.81458282470703,59.53664016723633,25.064184188842773
71.65518951416016,59.745662689208984,25.023643493652344
71.04530334472656,59.41817855834961,24.618165969848633
71.05223083496094,59.4321174621582,24.322751998901367
70.99678039550781,59.70387649536133,24.29958152770996
71.40569305419922,60.135841369628906,24.276409149169922
71.9739990234375,60.512088775634766,24.438602447509766
